Plot 3 2021-06-28T151158668.fcf

,,,,El1.Average,El2.Average,El3.Average
Emissivity,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Distance,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Reflected temperature,,,,22.9999942779541,22.9999942779541,22.9999942779541
Location X,,,,148,250,351
Location Y,,,,242,244,245
Size X,,,,19,17,17
Size Y,,,,14,14,12
Surface (pixels),,,,199,175,151

Date,Time,Milliseconds,Relative time,El1.Average,El2.Average,El3.Average
28/06/2021,15:12:49,160,50.72,163.893379326442,160.369976109096,160.767961918913
28/06/2021,15:12:49,320,50.88,163.862568304167,160.357377755301,160.722330257593
28/06/2021,15:12:49,480,51.04,163.916898104414,160.417417515346,160.73070490755
28/06/2021,15:12:49,640,51.2,163.887990443551,160.340053362165,160.888235736367
28/06/2021,15:12:49,800,51.36,164.039993516165,160.423452410017,160.726839381338
28/06/2021,15:12:49,960,51.52,164.026413807318,160.368501150949,160.728455297205
28/06/2021,15:12:50,120,51.68,163.893683812127,160.362840750558,160.708474872918
28/06/2021,15:12:50,280,51.84,163.993998618581,160.565248761858,160.922122374276
28/06/2021,15:12:50,440,52,164.08440080959,160.579847586496,160.844315181505
28/06/2021,15:12:50,600,52.16,163.982040942015,160.598916974749,160.94663819572
28/06/2021,15:12:50,760,52.32,164.123252600282,160.596276942662,160.898545726246
28/06/2021,15:12:50,920,52.48,164.065657419176,160.513871285575,160.932023105242
28/06/2021,15:12:51,080,52.64,164.083231633632,160.640334821429,161.02282987683
28/06/2021,15:12:51,240,52.8,164.197110353403,160.589935128348,160.96206594303
28/06/2021,15:12:51,400,52.96,164.226725362653,160.742504272461,161.070927600987
28/06/2021,15:12:51,560,53.12,164.106472762985,160.659348057338,161.05862952226
28/06/2021,15:12:51,720,53.28,164.037278141808,160.61756652832,161.02732909752
28/06/2021,15:12:51,880,53.44,164.224377119361,160.685858851842,161.179892129456
28/06/2021,15:12:52,040,53.6,164.313509993817,160.765482700893,161.205509413157
28/06/2021,15:12:52,200,53.76,164.293251919387,160.826451241629,161.207166052812
28/06/2021,15:12:52,360,53.92,164.350027803201,160.708444126674,161.22947561504
28/06/2021,15:12:52,520,54.08,164.292069631605,160.831693202427,161.226251867433
28/06/2021,15:12:52,680,54.24,164.413006883171,160.705335780552,161.169976644958
28/06/2021,15:12:52,840,54.4,164.335487020675,160.869596732003,161.271879890897
28/06/2021,15:12:53,000,54.56,164.229827344118,160.842926635742,161.208878877147
28/06/2021,15:12:53,160,54.72,164.385306966964,160.867675955636,161.332648574122
28/06/2021,15:12:53,320,54.88,164.260121561175,160.826310337612,161.311822651238
28/06/2021,15:12:53,480,55.04,164.343691035132,160.934037126814,161.457952032026
28/06/2021,15:12:53,640,55.2,164.437997252498,160.985580357143,161.416817873519
28/06/2021,15:12:53,800,55.36,164.528799162438,160.948612234933,161.525926198391
28/06/2021,15:12:53,960,55.52,164.479508596449,160.990776628767,161.53213147296
28/06/2021,15:12:54,120,55.68,164.558599040736,161.103306710379,161.680412444058
28/06/2021,15:12:54,280,55.84,164.487231307293,161.016274850028,161.641321750666
28/06/2021,15:12:54,440,56,164.55908318141,161.202488577706,161.688540326049
28/06/2021,15:12:54,600,56.16,164.670766782521,161.258394949777,161.736533866023
28/06/2021,15:12:54,760,56.32,164.607605670565,161.182323172433,161.813757586953
28/06/2021,15:12:54,920,56.48,164.663788455216,161.23799168178,161.733949572835
28/06/2021,15:12:55,080,56.64,164.664438832345,161.241168910435,161.706056506428
28/06/2021,15:12:55,240,56.8,164.650507864641,161.266013270787,161.880464061207
28/06/2021,15:12:55,400,56.96,164.725823100488,161.278192313058,161.833228812312
28/06/2021,15:12:55,560,57.12,164.648487570298,161.317898733956,161.970060032725
28/06/2021,15:12:55,720,57.28,164.71301967295,161.310957554408,161.995206719203
28/06/2021,15:12:55,880,57.44,164.867422362668,161.394220145089,162.065398462561
28/06/2021,15:12:56,040,57.6,164.943772512465,161.469615652902,162.021408586313
28/06/2021,15:12:56,200,57.76,164.801853122424,161.461411830357,162.076116397681
28/06/2021,15:12:56,360,57.92,164.818865598746,161.307055489676,161.922961405571
28/06/2021,15:12:56,520,58.08,164.960090675546,161.567781982422,162.103251173007
28/06/2021,15:12:56,680,58.24,165.036681055424,161.562788696289,162.225911525701
28/06/2021,15:12:56,840,58.4,165.01871877699,161.498753138951,162.162892827925
28/06/2021,15:12:57,000,58.56,165.047866131193,161.69672101702,162.355077983528
28/06/2021,15:12:57,160,58.72,165.002934058108,161.673416660854,162.346637043732
28/06/2021,15:12:57,320,58.88,165.151758011861,161.655590558733,162.337776133556
28/06/2021,15:12:57,480,59.04,165.050869965673,161.710857282366,162.417077980294
28/06/2021,15:12:57,640,59.2,165.144230904891,161.759891967773,162.509678215381
28/06/2021,15:12:57,800,59.36,165.229083037257,161.964360613142,162.60780102054
28/06/2021,15:12:57,960,59.52,165.252672818438,161.83249206543,162.629498816484
28/06/2021,15:12:58,120,59.68,165.048705901333,161.711353410993,162.55848714058
28/06/2021,15:12:58,280,59.84,165.192117662286,161.84756992885,162.631249838317
28/06/2021,15:12:58,440,60,165.234970552837,161.867275216239,162.563517185236
28/06/2021,15:12:58,600,60.16,165.340572951427,161.9337613351,162.711271677586
28/06/2021,15:12:58,760,60.32,165.275613526004,161.89526410784,162.606786866851
28/06/2021,15:12:58,920,60.48,165.293289797989,161.923870152065,162.776766947563
28/06/2021,15:12:59,080,60.64,165.326592220134,162.109891095843,162.733589222889
28/06/2021,15:12:59,240,60.8,165.393687032575,162.05388785226,162.757110191497
28/06/2021,15:12:59,400,60.96,165.532677501889,162.215209873744,163.038065322977
28/06/2021,15:12:59,560,61.12,165.486179447653,162.152965087891,162.842937141065
28/06/2021,15:12:59,720,61.28,165.550364432023,162.106211983817,162.953296585588
28/06/2021,15:12:59,880,61.44,165.515627146965,162.137717285156,163.069368981368
28/06/2021,15:13:00,040,61.6,165.390019325755,162.053630981445,162.939494556149
28/06/2021,15:13:00,200,61.76,165.473858627243,162.18309613909,163.06845001827
28/06/2021,15:13:00,360,61.92,165.560897597116,162.283193708147,163.088524319478
28/06/2021,15:13:00,520,62.08,165.589693309075,162.247769688198,163.233086693366
28/06/2021,15:13:00,680,62.24,165.676684892357,162.431787981306,163.23347119464
28/06/2021,15:13:00,840,62.4,165.819643566956,162.525017525809,163.431395675962
28/06/2021,15:13:01,000,62.56,165.738623000869,162.49549961635,163.325676621191
28/06/2021,15:13:01,160,62.72,165.591668517146,162.352180524554,163.310181270372
28/06/2021,15:13:01,320,62.88,165.789124915348,162.509082380022,163.456871184292
28/06/2021,15:13:01,480,63.04,165.805337033679,162.607986798968,163.593512528779
28/06/2021,15:13:01,640,63.2,165.95488183103,162.625358973912,163.507263082542
28/06/2021,15:13:01,800,63.36,165.902711647839,162.776940917969,163.774755616851
28/06/2021,15:13:01,960,63.52,165.774285091228,162.593996146066,163.642897346951
28/06/2021,15:13:02,120,63.68,165.961494024075,162.691835850307,163.789895771355
28/06/2021,15:13:02,280,63.84,165.95970084799,162.712154715402,163.824891450389
28/06/2021,15:13:02,440,64,165.90265989064,162.793840767997,163.803955987589
28/06/2021,15:13:02,600,64.16,166.144677320317,162.996585867746,163.952393386538
28/06/2021,15:13:02,760,64.32,166.095708569091,162.802322998047,163.920693605941
28/06/2021,15:13:02,920,64.48,166.006228269644,162.930726754325,163.906217865597
28/06/2021,15:13:03,080,64.64,166.070723720531,162.923702130999,163.965004118863
28/06/2021,15:13:03,240,64.8,166.139985817761,163.006201084682,164.074587487227
28/06/2021,15:13:03,400,64.96,166.148138918469,163.144583478655,164.074209554306
28/06/2021,15:13:03,560,65.12,166.170217082728,163.132617885045,164.104905690578
28/06/2021,15:13:03,720,65.28,166.279397859046,163.256457257952,164.180755514183
28/06/2021,15:13:03,880,65.44,166.337814407732,163.201631992885,164.333036814304
28/06/2021,15:13:04,040,65.6,166.255751720026,163.213398786272,164.342537077847
28/06/2021,15:13:04,200,65.76,166.302599959637,163.210951014927,164.245919537071
28/06/2021,15:13:04,360,65.92,166.401214369577,163.430420270647,164.561659452931
28/06/2021,15:13:04,520,66.08,166.581453946368,163.489704851423,164.457420298595
28/06/2021,15:13:04,680,66.24,166.69784959956,163.455081176758,164.540957823494
28/06/2021,15:13:04,840,66.4,166.598858933952,163.414516863142,164.525057963188
28/06/2021,15:13:05,000,66.56,166.717650753769,163.695164097377,164.699630232047
28/06/2021,15:13:05,160,66.72,166.739410323713,163.667648838588,164.759923568625
28/06/2021,15:13:05,320,66.88,166.84770655033,163.73981715611,164.904057382748
28/06/2021,15:13:05,480,67.04,166.82243347168,163.718976963588,164.893187971305
28/06/2021,15:13:05,640,67.2,166.876823616986,163.79067452567,164.932250572356
28/06/2021,15:13:05,800,67.36,166.949628820371,163.873028041295,164.895183436918
28/06/2021,15:13:05,960,67.52,166.859269185282,163.915152151925,165.08891821855
28/06/2021,15:13:06,120,67.68,166.907234460265,163.94693586077,164.961534613805
28/06/2021,15:13:06,280,67.84,167.058743500829,164.116825299944,165.143010524725
28/06/2021,15:13:06,440,68,167.193156563457,164.294785505022,165.203200788687
28/06/2021,15:13:06,600,68.16,167.066822761267,164.220649762835,165.27673481316
28/06/2021,15:13:06,760,68.32,167.117076471223,164.090462210519,165.293212688522
28/06/2021,15:13:06,920,68.48,167.164974653541,164.296598336356,165.411575620538
28/06/2021,15:13:07,080,68.64,166.997392127262,164.265351388114,165.45163974383
28/06/2021,15:13:07,240,68.8,167.069072627542,164.383900756836,165.448160739924
28/06/2021,15:13:07,400,68.96,167.203521728516,164.373146362305,165.51519350974
28/06/2021,15:13:07,560,69.12,167.1817705164,164.404303414481,165.473001644311
28/06/2021,15:13:07,720,69.28,166.958286381247,164.202991420201,165.341879737298
28/06/2021,15:13:07,880,69.44,167.166397938177,164.250745413644,165.483996763924
28/06/2021,15:13:08,040,69.6,167.080697601165,164.278678240095,165.471751130969
28/06/2021,15:13:08,200,69.76,167.187137469574,164.500781337193,165.621695310075
28/06/2021,15:13:08,360,69.92,167.184631194302,164.418196149554,165.628950409542
28/06/2021,15:13:08,520,70.08,167.250435373891,164.589567347935,165.718816694045
28/06/2021,15:13:08,680,70.24,167.405804658056,164.530734776088,165.754522664657
28/06/2021,15:13:08,840,70.4,167.351797899409,164.658272530692,165.814979098491
28/06/2021,15:13:09,000,70.56,167.441714646229,164.708064575195,165.898625658048
28/06/2021,15:13:09,160,70.72,167.442877304614,164.694536307199,166.064281236257
28/06/2021,15:13:09,320,70.88,167.426363614336,164.792596697126,166.04436144292
28/06/2021,15:13:09,480,71.04,167.433391015134,164.796338413783,166.048527698643
28/06/2021,15:13:09,640,71.2,167.760990315346,165.100805576869,166.338728241573
28/06/2021,15:13:09,800,71.36,167.666471165029,164.94713596889,166.348789139299
28/06/2021,15:13:09,960,71.52,167.579955287914,164.960693969727,166.204174521743
28/06/2021,15:13:10,120,71.68,167.675181479909,165.005989641462,166.375227366062
28/06/2021,15:13:10,280,71.84,167.646109882911,165.112271728516,166.403688342366
28/06/2021,15:13:10,440,72,167.691951195798,165.119606672014,166.472092483217
28/06/2021,15:13:10,600,72.16,167.764368181852,165.14625453404,166.586817457186
28/06/2021,15:13:10,760,72.32,167.861554629839,165.197648664202,166.672141877231
28/06/2021,15:13:10,920,72.48,167.802160981911,165.313476126535,166.728636482694
28/06/2021,15:13:11,080,72.64,167.850040608315,165.262003086635,166.791069384442
28/06/2021,15:13:11,240,72.8,167.87625620473,165.396752493722,166.968857417833
28/06/2021,15:13:11,400,72.96,167.944372819297,165.424074619838,166.921731203597
28/06/2021,15:13:11,560,73.12,168.034550039013,165.586392299107,167.145509429325
28/06/2021,15:13:11,720,73.28,168.141286648698,165.65497026716,167.080091665912
28/06/2021,15:13:11,880,73.44,168.170144162585,165.775031825474,167.244534625123
28/06/2021,15:13:12,040,73.6,168.293660916276,165.868496529715,167.362785187778
28/06/2021,15:13:12,200,73.76,168.159436096498,165.848654872349,167.235660881396
28/06/2021,15:13:12,360,73.92,168.121043372993,165.852281581334,167.333369577168
28/06/2021,15:13:12,520,74.08,168.326756079592,165.880019444057,167.447674479706
28/06/2021,15:13:12,680,74.24,168.264814213892,165.962037179129,167.558076365894
28/06/2021,15:13:12,840,74.4,168.207027416133,165.994451555525,167.473195158093
28/06/2021,15:13:13,000,74.56,168.361571192142,166.124205496652,167.60738741641
28/06/2021,15:13:13,160,74.72,168.496414874666,166.012753383092,167.768789228225
28/06/2021,15:13:13,320,74.88,168.401518471876,166.09217956543,167.642975661928
28/06/2021,15:13:13,480,75.04,168.461765691863,166.207079990932,167.860193517824
28/06/2021,15:13:13,640,75.2,168.522460477436,166.257952357701,167.879673231516
28/06/2021,15:13:13,800,75.36,168.52546822246,166.214861711775,168.008926795808
28/06/2021,15:13:13,960,75.52,168.568742915015,166.356148507254,167.991966197033
28/06/2021,15:13:14,120,75.68,168.612704099722,166.312491978237,167.987998002412
28/06/2021,15:13:14,280,75.84,168.621968638358,166.386786586217,168.134451152473
28/06/2021,15:13:14,440,76,168.779221194473,166.569378138951,168.461583017513
28/06/2021,15:13:14,600,76.16,168.804517353,166.690930001395,168.501668765845
28/06/2021,15:13:14,760,76.32,169.01744447641,166.872484915597,168.505916064938
28/06/2021,15:13:14,920,76.48,168.964074216296,166.719143938337,168.548198068379
28/06/2021,15:13:15,080,76.64,168.879969151176,166.750176740374,168.69147072091
28/06/2021,15:13:15,240,76.8,168.997594402064,166.916886073521,168.814868750162
28/06/2021,15:13:15,400,76.96,169.014691530161,167.041115897042,168.693639995247
28/06/2021,15:13:15,560,77.12,169.162360953326,167.161454903739,168.89244281693
28/06/2021,15:13:15,720,77.28,169.066159272314,167.057340698242,168.902319093414
28/06/2021,15:13:15,880,77.44,169.165276838906,167.233340018136,168.874396722048
28/06/2021,15:13:16,040,77.6,169.276931992727,167.3578515625,169.038180319679
28/06/2021,15:13:16,200,77.76,169.241787014295,167.362916870117,169.041352429927
28/06/2021,15:13:16,360,77.92,169.284481489479,167.541988351004,169.108924613094
28/06/2021,15:13:16,520,78.08,169.440662633235,167.545610874721,169.187044055257
28/06/2021,15:13:16,680,78.24,169.410539713337,167.640309535435,169.315551151503
28/06/2021,15:13:16,840,78.4,169.486388240028,167.725628923689,169.350111803472
28/06/2021,15:13:17,000,78.56,169.517233077006,167.767822091239,169.381295614685
28/06/2021,15:13:17,160,78.72,169.597622435297,167.823414393834,169.619263099519
28/06/2021,15:13:17,320,78.88,169.731513785357,167.927760184152,169.660661912122
28/06/2021,15:13:17,480,79.04,169.778340325284,168.053738926479,169.671616408999
28/06/2021,15:13:17,640,79.2,169.713630331222,168.149765625,169.714087176797
28/06/2021,15:13:17,800,79.36,169.56533943828,167.906801234654,169.491573813735
28/06/2021,15:13:17,960,79.52,169.541010871005,167.859750104632,169.669209057132
28/06/2021,15:13:18,120,79.68,169.549180994082,167.916742728097,169.566212129909
28/06/2021,15:13:18,280,79.84,169.650658382243,168.110111171177,169.762255738113
28/06/2021,15:13:18,440,80,169.649418356431,168.143706926618,169.892741222255
28/06/2021,15:13:18,600,80.16,169.726340212415,168.27500793457,169.949598097643
28/06/2021,15:13:18,760,80.32,169.807285558039,168.224350673131,170.028845578629
28/06/2021,15:13:18,920,80.48,169.882048717096,168.392658255441,170.206663826444
28/06/2021,15:13:19,080,80.64,169.928610873582,168.412522147042,170.192506903844
28/06/2021,15:13:19,240,80.8,169.894956502483,168.483312552316,170.158403712393
28/06/2021,15:13:19,400,80.96,169.999448459951,168.528319702148,170.392963939945
28/06/2021,15:13:19,560,81.12,170.106669977083,168.579720197405,170.353567767617
28/06/2021,15:13:19,720,81.28,169.990173953262,168.618613106864,170.405613880284
28/06/2021,15:13:19,880,81.44,170.119614107525,168.731034633092,170.506174150682
28/06/2021,15:13:20,040,81.6,170.140483070259,168.760648193359,170.594653300102
28/06/2021,15:13:20,200,81.76,170.080533511675,168.730603376116,170.560479271491
28/06/2021,15:13:20,360,81.92,170.113542412993,168.871957833426,170.746138010593
28/06/2021,15:13:20,520,82.08,170.257924985646,168.99690699986,170.760717631965
28/06/2021,15:13:20,680,82.24,170.409521745078,169.043606567383,170.916520074503
28/06/2021,15:13:20,840,82.4,170.469829080093,169.23127293178,171.189866425975
28/06/2021,15:13:21,000,82.56,170.550050898413,169.306263078962,171.131918698747
28/06/2021,15:13:21,160,82.72,170.555225621516,169.302763061523,171.249355796157
28/06/2021,15:13:21,320,82.88,170.595042626462,169.23708530971,171.400439533966
28/06/2021,15:13:21,480,83.04,170.582712758127,169.319757254464,171.411525903159
28/06/2021,15:13:21,640,83.2,170.726080813001,169.575457066127,171.597462938321
28/06/2021,15:13:21,800,83.36,170.808702631811,169.556703665597,171.543450766052
28/06/2021,15:13:21,960,83.52,170.780828428029,169.497396327427,171.675010327472
28/06/2021,15:13:22,120,83.68,170.788109554118,169.67801827567,171.746092941587
28/06/2021,15:13:22,280,83.84,170.88277140095,169.74333644322,171.868400927411
28/06/2021,15:13:22,440,84,170.990539090717,169.886730608259,172.090937027079
28/06/2021,15:13:22,600,84.16,171.118305302146,170.03308026995,172.113049942926
28/06/2021,15:13:22,760,84.32,170.966337654459,170.110378853934,172.23333336028
28/06/2021,15:13:22,920,84.48,171.17473828493,170.201977539063,172.274130511758
28/06/2021,15:13:23,080,84.64,171.059177034464,170.18692339216,172.39963041394
28/06/2021,15:13:23,240,84.8,171.355940775656,170.473918195452,172.496510991987
28/06/2021,15:13:23,400,84.96,171.356058245328,170.477397286551,172.617312096602
28/06/2021,15:13:23,560,85.12,171.485539038577,170.567738124302,172.693232050005
28/06/2021,15:13:23,720,85.28,171.572848832787,170.753990216936,172.800204750718
28/06/2021,15:13:23,880,85.44,171.613236930502,170.700017002651,172.981468756467
28/06/2021,15:13:24,040,85.6,171.492415461708,170.818117152623,172.872819711041
28/06/2021,15:13:24,200,85.76,171.635866788164,170.9372152274,173.135883659716
28/06/2021,15:13:24,360,85.92,171.751084370829,171.019840698242,173.225514898237
28/06/2021,15:13:24,520,86.08,171.699303325097,170.920426897321,173.061209874437
28/06/2021,15:13:24,680,86.24,171.820312346645,171.033969988142,173.464556965607
28/06/2021,15:13:24,840,86.4,171.895953614508,171.149848545619,173.446986823682
28/06/2021,15:13:25,000,86.56,171.875376945764,171.137915387835,173.540534619464
28/06/2021,15:13:25,160,86.72,172.037743726567,171.295299944196,173.661976087962
28/06/2021,15:13:25,320,86.88,171.940722364876,171.364936261858,173.784047916236
28/06/2021,15:13:25,480,87.04,172.125874274939,171.470540509905,173.793475119483
28/06/2021,15:13:25,640,87.2,172.115370553942,171.468564365932,173.794587899518
28/06/2021,15:13:25,800,87.36,172.290355126462,171.603049054827,174.018634417199
28/06/2021,15:13:25,960,87.52,172.350496531731,171.526428920201,174.017262237751
28/06/2021,15:13:26,120,87.68,172.422191063962,171.926511230469,174.027560404594
28/06/2021,15:13:26,280,87.84,172.331734585403,171.70546875,174.227869905383
28/06/2021,15:13:26,440,88,172.412272467685,171.833093174526,174.229015325079
28/06/2021,15:13:26,600,88.16,172.379484013696,172.008694196429,174.404177330977
28/06/2021,15:13:26,760,88.32,172.501025789347,172.099916730608,174.465564550943
28/06/2021,15:13:26,920,88.48,172.54529721054,172.196592320033,174.520996194802
28/06/2021,15:13:27,080,88.64,172.635080845512,172.245865129743,174.686974935974
